id,deliveryRadius,multipleDeliveryArea,sendToDelivery,sendToDailyDelivery,sendToGeodispatch,geodispatch_username,geodispatch_password,geodispatch_api_key,sendToDelivery_email,restaurant_delivery_charge,tookan_delivery,tookan_tags,tookan_restaurant_email,tookan_delivery_as_pickup,weDeliver,weDeliver_driver_notes,weDeliverEmail,deliveryServiceExtra,use_delivery_areas,delivery_restaurant_id,max_delivery_distance,disable_delivery_until,twilio_call
901,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
902,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
904,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
905,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
906,0,N,n,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
907,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,n
910,0,Y,n,N,N,,,,,0.00,y,onlinealcohol,beerman@beerman.com,y,n,,,0.00,y,,,,n
911,0,Y,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,y,,,,n
912,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
913,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
914,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
915,0,N,n,N,N,,,,"toyourhomedeliveries@outlook.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,y,,,,n
916,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
917,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
918,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
919,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",,n,onlinefoodbilling,,n,n,,,0.00,n,244,8,,y
920,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
921,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
922,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,n,266,8,,n
923,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
924,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
925,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
926,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
928,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,n,245,8,,y
929,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,n,128,8,,n
930,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
931,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",,n,,,n,n,,,0.00,n,1,8,,y
934,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
935,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,,,,y
936,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
937,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
938,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,254,8,,n
939,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
940,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
941,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
942,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
943,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,,n
944,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
945,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,270,8,,n
946,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,271,8,,n
947,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
948,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
949,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
951,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
952,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
953,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
954,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
955,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
956,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,,,n,n,,,0.00,n,145,8,0000-00-00 00:00:00,y
957,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,0,8,,y
959,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
960,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
961,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
962,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
963,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
964,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
965,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
966,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,n,0,8,0000-00-00 00:00:00,n
967,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,296,8,,y
968,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
969,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,298,8,,y
970,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,425,10,,y
971,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
972,0,Y,n,N,N,,,,,0.00,n,onlinealcohol,beerman@beerman.com,y,n,,,0.00,y,0,0,0000-00-00 00:00:00,n
973,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
974,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
975,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
976,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
977,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
978,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
979,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
980,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,448,8,,y
981,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
982,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
983,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
984,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
985,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
986,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
987,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
988,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
989,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
991,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
995,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,350,8,,n
996,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,365,8,,y
997,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
998,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
999,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1000,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,onlinefoodbilling,,n,n,,,0.00,n,368,8,0000-00-00 00:00:00,n
1001,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1002,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,n,366,8,0000-00-00 00:00:00,n
1003,0,N,y,N,N,,,,"Deliveryzonecanada@gmail.com,mattmenuottawa2@gmail.com",0.00,n,onlinefoodbilling,,n,n,,,0.00,n,368,8,0000-00-00 00:00:00,n
1004,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,n
1005,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,n
1006,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1007,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1008,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,388,8,,n
1009,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,391,8,,y
1010,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,392,8,,y
1011,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1012,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1013,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1014,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1015,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1016,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,n
1017,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1018,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1019,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1020,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1021,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1022,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1023,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1024,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1025,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1027,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1028,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1029,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1030,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1031,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1032,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1033,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1034,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1035,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1037,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1038,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,n,0,8,0000-00-00 00:00:00,y
1039,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1040,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1041,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1042,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1043,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1044,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1045,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,n
1046,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1047,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1048,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1049,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1050,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1051,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,335,10,,y
1052,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1053,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1054,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1055,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1056,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1057,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1058,0,Y,n,N,N,,,,,0.00,n,onlinealcohol,beerman@beerman.com,y,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1059,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1060,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1061,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1062,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1063,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1064,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1065,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1066,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1067,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1069,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1070,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1071,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1072,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1073,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1074,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1076,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1078,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1079,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1080,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1081,0,Y,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1082,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1083,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1084,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1085,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,454,9,,y
1086,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1087,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1088,0,N,n,N,N,,,,,0.00,n,,,n,n,,,0.00,y,0,0,0000-00-00 00:00:00,y
1089,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,y
1090,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,456,8,,y
1091,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1092,0,Y,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1093,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,y,,,,n
1094,0,N,n,N,N,,,,,,n,,,n,n,,,0.00,n,457,10,,y
