"id","restaurant_id","language_id","global_course_id","name","description","display_order","available_for","time_period","enabled","added_by","added_at","disabled_by","disabled_at"
509,1531,1,,"Wine - Santa Carolina","",31,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:37",,
510,1531,1,,"Wine - Sawmill Creek","",32,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:46",,
511,1531,1,,"Wine - Sola Nero","",33,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:40:54",,
512,1531,1,,"Wine - Trius","",34,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:41:00",,
513,1531,1,,"Wine - Two Oceans","",35,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:41:05",,
514,1531,1,,"Wine - Wild Vines","",36,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:41:11",,
515,1531,1,,"Wine - Wolf Blass","",37,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:41:15",,
516,1531,1,,"Wine - Yellow Tail","",38,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:41:23",,
517,1531,1,,"Fortified Wines","",39,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-14 19:41:29",,
518,1511,1,0,"Drinks","",18,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
519,1511,1,0,"Extras","",17,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
520,1511,1,0,"Lunch - Combos","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
521,1511,1,0,"Lunch - Stir Fried Dishes","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
522,1511,1,0,"Lunch - Curries","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
523,1511,1,0,"Lunch - Rice and Noodle Dishes","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
524,1511,1,0,"Lunch - Soups","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
525,1511,1,0,"Lunch - Appetizers","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
526,1511,1,0,"Chef's Special - Thai Style Street Food","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-16 18:10:37",,
527,1270,1,0,"Drinks","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
528,1270,1,0,"Spicy Hosomaki","Small roll, 6 pieces. All MIXED with spicy mayo, spicy sauce and masago.",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
529,1270,1,0,"Hosomaki","Small roll, 6 pieces.",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
530,1270,1,0,"Nigiri Sushi and Sashimi","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
531,1270,1,0,"Tartar","6 pieces, rice paper, lettuce, avocado, tempura, caviar, and spicy mayo. Served with wafu sauce.",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
532,1270,1,0,"Salad Roll","6 pieces, rice paper. Served with wafu sauce.",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
533,1270,1,0,"Salads","All served with mixed vegetables, green apple, mango, cucumber, enoki mushroom, carrot, and chef's sauce.",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
534,1270,1,0,"Soups","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
535,1270,1,0,"Appetizer","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
536,1270,1,0,"Orchid Special","Large roll, soya paper, special house sauce.",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
537,1270,1,0,"Futomaki","Large roll, 5 pieces.",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
538,1270,1,0,"Maki","Medium roll, 8 pieces.",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
539,1270,1,0,"Vegetarian Poke Bowl","Sushi rice, fried tofu, avocado, cucumber, sweet potato tempura, Japanese radish, enoki mushroom, salad mixed, wakame, green onion, cilantro, nori, sesame, house sauce. All poke bowls come with Miso Soup.",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
540,1270,1,0,"Chef's Special Poke Bowl","All served with sushi rice, avocado, cucumber, salad mixed, wakame, edamame, imitation crab, Japanese radish, enoki mushroom, nori, green onion, cilantro, tobiko, sesame, house sauce. All poke bowls come with Miso Soup.",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
541,1270,1,0,"Lunch Combo Chef's Choice","Includes a choice of soft drink, green salad or soup. Chef's choice.",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
542,1270,1,0,"Sashimi and Nigiri Combo","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-17 18:35:45",,
543,1096,1,32,"Family Dinners","",17,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
544,1096,1,31,"Value Combos","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
545,1096,1,31,"Side Orders","",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
546,1096,1,30,"Egg Foo Young","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
547,1096,1,29,"Mo She","Shredded vegetables and meat, stir fried in high heat into an aromatic filling, with 6 Mandarin pancakes. Served with Hoisin sauce.",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
548,1096,1,29,"Specialty Noodles","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
549,1096,1,29,"Szechuan Style","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
550,1096,1,29,"Beef","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
551,1096,1,28,"Pork and Ribs","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
552,1096,1,28,"Chicken","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
553,1096,1,27,"Vegetables","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
554,1096,1,27,"Curry with Celery and Onions","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
555,1096,1,27,"Seafood","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
556,1096,1,26,"Chop Suey / Chow Mein","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
557,1096,1,26,"Fried Rice","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
558,1096,1,25,"Soups","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
559,1096,1,24,"Appetizers","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-21 17:02:41",,
560,1625,1,0,"Noodles and Rice","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
561,1625,1,0,"Curries","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
562,1625,1,0,"Stir Fried","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
563,1625,1,0,"Soup","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
564,1625,1,0,"Appetizers","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
565,1625,1,0,"Combo","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
566,1625,1,0,"Tip for the Kitchen","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
567,1625,1,0,"Lunch Specials","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-22 18:20:06",,
568,1165,1,0,"Canadian Dishes","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
569,1165,1,0,"Special Oriental Dishes","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
570,1165,1,0,"Combination Plates","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
571,1165,1,0,"Chop Suey","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
572,1165,1,0,"Chow Mein","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
573,1165,1,0,"Noodles","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
574,1165,1,0,"Pork and Spare Ribs","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
575,1165,1,24,"Appetizers","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
576,1165,1,29,"Beef","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
577,1165,1,28,"Chicken","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
578,1165,1,30,"Egg Foo Young","Chinese Omelet with Gravy.",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
579,1165,1,32,"Full Course Dinners","",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
580,1165,1,26,"Fried Rice","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
581,1165,1,27,"Shrimp","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
582,1165,1,31,"Drinks","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
583,1165,1,25,"Soups","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:22:48",,
584,1199,1,33,"Side Orders","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
585,1199,1,33,"Vegetable Dishes","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
586,1199,1,33,"Chop Suey","Dry noodles add $0.50",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
587,1199,1,33,"Noodles","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
588,1199,1,33,"Pork Dishes","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
589,1199,1,33,"Chicken Dishes","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
590,1199,1,33,"Seafood","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
591,1199,1,33,"Beef","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
592,1199,1,33,"Egg Foo Young","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
593,1199,1,33,"Fried Rice","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
594,1199,1,33,"Soups","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
595,1199,1,33,"Appetizers","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
596,1199,1,33,"Combination Plates","Sauce on side $0.25.",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
597,1199,1,0,"Family Dinners","Some dishes are spicy. Please check the menu before order.",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-23 19:54:36",,
598,1171,1,0,"Thai Food","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
599,1171,1,0,"Vegetarian","Thức Ăn Chay",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
600,1171,1,0,"Fried Rice","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
601,1171,1,0,"Steamed Rice","Cơm Tấm",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
602,1171,1,0,"Vermicelli","Bún",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
603,1171,1,0,"Beef Rice Noodle Soup","Phở",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
604,1171,1,0,"Stir Fried Rice Noodle","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
605,1171,1,0,"Clear & Egg Noodle","Hủ Tiếu Mì",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
606,1171,1,0,"Appetizers","Khai Vị",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-24 17:34:36",,
607,1626,1,0,"Desserts","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
608,1626,1,0,"Drinks","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
609,1626,1,0,"Extras","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
610,1626,1,0,"Hu Tieu","Chicken broth soup with choice of rice or egg noodles.",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
611,1626,1,0,"PHO","Beef Soup with Rice Noodles.",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
612,1626,1,0,"Stir-Frys","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
613,1626,1,0,"COM","Rice Dishes.",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
614,1626,1,0,"Vermicelli","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
615,1626,1,0,"Appetizers","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-25 20:08:44",,
616,1536,1,0,"Drinks","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
617,1536,1,0,"Sauces","",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
618,1536,1,0,"Pork","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
619,1536,1,0,"Beef","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
620,1536,1,0,"Chicken","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
621,1536,1,0,"Fried Rice","Wok-fried to perfection.
Stir-fried with soy sauce and green onions.",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
622,1536,1,0,"Soups","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
623,1536,1,0,"Snacks","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
624,1536,1,0,"Build Your Own Box","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
625,1536,1,0,"Miscellaneous","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
626,1536,1,0,"Noodles","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
627,1536,1,0,"Egg Foo Young","Oriental king sized omelet, stuffed with bean sprout, celery, onion and your choice of protein. Served with gravy on the side.",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
628,1536,1,0,"Chop Suey","Stir-fried bean sprouts, celery and onion. Dry noodles sold separately.",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
629,1536,1,0,"Vegetarian","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
630,1536,1,0,"Shrimp","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
631,1536,1,0,"Dinners","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-02-28 18:47:48",,
632,1039,1,,"Specialty Soups","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:15:16",,
633,1039,1,,"Appetizers","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:15:25",,
634,1039,1,,"Fried Rice and Noodle","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:15:32",,
635,1039,1,,"Soups","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:15:36",,
636,1039,1,,"Noodle Soups","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:15:41",,
637,1039,1,,"Dish of Rice","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:15:48",,
638,1039,1,,"Vermicelli Bowl","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:15:58",,
639,1039,1,,"Roll Up with Rice Paper","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"n",44,"2022-03-01 20:16:13",44,"2022-03-01 20:17:23"
640,1039,1,,"Roll Up with Rice Paper","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:16:15",,
641,1039,1,,"Vegetarian","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:16:24",,
642,1039,1,,"Side Orders","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:16:31",,
643,1039,1,,"Beverages","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:16:37",,
644,1039,1,,"Coffee and Tea","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:16:46",,
645,1039,1,,"Bubble Tea","Green tea.",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-01 20:17:01",,
646,1627,1,0,"Beer","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
647,1627,1,0,"Desserts","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
648,1627,1,0,"Side Orders","Per person.",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
649,1627,1,0,"Chicken, Beef and Pork","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
650,1627,1,0,"Curries","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
651,1627,1,0,"Fried Rice and Noodles","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
652,1627,1,0,"Seafood","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
653,1627,1,0,"Vegetarian","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
654,1627,1,0,"Yum (Salad)","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
655,1627,1,0,"Soup","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
656,1627,1,0,"Appetizers","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
657,1627,1,0,"Family Dinner Feasts","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 19:36:12",,
658,1089,1,0,"Vegetables and Bean Curd","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
659,1089,1,0,"Seafood","",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
660,1089,1,0,"Szechuan Cuisine","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
661,1089,1,0,"Pork","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
662,1089,1,0,"Beef","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
663,1089,1,0,"Chicken","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
664,1089,1,0,"Moo She","With 6 pancakes.",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
665,1089,1,0,"Egg Foo Young","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
666,1089,1,0,"Chow Mein","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
667,1089,1,0,"Fried Noodles","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
668,1089,1,0,"Fried Rice","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
669,1089,1,0,"Soups","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
670,1089,1,0,"Appetizers and Side Orders","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
671,1089,1,0,"Thai Special","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
672,1089,1,0,"Combination Plates","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
673,1089,1,0,"Full Course Dinners","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-03 20:27:07",,
674,1143,1,0,"Combination Plates","Combination Plates comes with closed end egg roll only. Some dishes are spicy. Please check menu before order.",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
675,1143,1,0,"Family Course Dinners","Dinners come with closed end egg rolls. Some dishes are spicy. Please check menu before order.",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
676,1143,1,0,"Egg Foo Young","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
677,1143,1,0,"Ribs and Wings","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
678,1143,1,0,"Miscellaneous","",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
679,1143,1,0,"Seafood Dishes","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
680,1143,1,25,"Soups","",2,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
681,1143,1,0,"Pork Dishes","",9,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
682,1143,1,0,"Chicken Dishes","",8,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
683,1143,1,26,"Fried Rice","",3,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
684,1143,1,0,"Noodles and Macaroni","",6,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
685,1143,1,0,"Tofu","",5,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
686,1143,1,0,"Vegetarian Dishes","",4,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
687,1143,1,24,"Appetizers","",1,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-04 18:13:46",,
688,1143,1,,"Chop Suey / Chow Mein","",7,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-07 19:17:56",,
689,1143,1,,"Beef Dishes","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-07 19:29:28",,
690,1628,1,0,"Drinks","",16,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-08 19:00:32",,
691,1628,1,0,"Combination Plates","Includes one Egg Roll.",15,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-08 19:00:32",,
692,1628,1,0,"Special Family Dinners","",14,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-08 19:00:32",,
693,1628,1,0,"On the Side","",13,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-08 19:00:32",,
694,1628,1,0,"Shrimp","12 pieces.",12,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-08 19:00:32",,
695,1628,1,0,"Signature Noodles","",11,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-08 19:00:32",,
696,1628,1,0,"Pork","",10,"{\""1\"": \""y\"", \""2\"": \""y\""}",,"y",44,"2022-03-08 19:00:32",,
